Item_desp,pay_num,category
MEDICAL EQUIPMENT SET ULTRASONIC NUBERLISER,0,MEDICAL EQUIPMENT SET ULTRASONIC NUBERLISER
MEDICAL FRIDGE,0,MEDICAL FRIDGE
K95 MASKS 50 UNITS,3450,Uncategorized masks
LARGE NAVY MASKS,45000,Uncategorized masks
Mask,395610,Uncategorized masks
Medical Hand Sanitisers ( 70% Alcohol base) 250ml,0,Medical Hand Sanitisers ( 70% Alcohol base) 250ml
MEDICAL INSTRUMENT,0,MEDICAL INSTRUMENT
medicine trolley,0,medicine trolley
"METER,FLOW",0,"METER,FLOW"
"METER,FLOW  , DOUBLE",0,"METER,FLOW  , DOUBLE"
"METER,FLOW , SINGLE",0,"METER,FLOW , SINGLE"
METHILATED SPIRITS 500ML,666,METHILATED SPIRITS 500ML
Methylated Spirits,171,Methylated Spirits
METHYLATED SPIRITS 750ML,513,METHYLATED SPIRITS 750ML
Mask - Branded cloth masks (3 layers),11000,cloth masks
Mask - Cloth Masks (3 layers),11661,cloth masks
Mask - Cloth Masks (3 layers) - EPWP staff,3600,cloth masks
Milk Tee Coffee Rusks Sugar covid =19 Centre,1319,Milk Tee Coffee Rusks Sugar covid =19 Centre
MINCE BULK,5398,MINCE BULK
Mindary M7 Ultrasound Machine,0,Mindary M7 Ultrasound Machine
MINDRAY OXYGEN CONSUMABLES,0,MINDRAY OXYGEN CONSUMABLES
Minus 40 double door drug refrigerator,119939,Minus 40 double door drug refrigerator
MIST BLOWERS,85560,MIST BLOWERS
Mobile Autoclave,0,Mobile Autoclave
MOBILE ENT SET,0,MOBILE ENT SET
Mobile Light,0,Mobile Light
MOBILE SUCTION,0,MOBILE SUCTION
Mobile Suction Unit,0,Mobile Suction Unit
Mobile wash station,0,Mobile wash station
Mobile x-ray Machine,0,Mobile x-ray Machine
MONITOR,0,MONITOR
"Monitor Acer LED V206HQLAb 19 5""",0,"Monitor Acer LED V206HQLAb 19 5"""
Monitor apnea neonat modular Beneview T6,0,Monitor apnea neonat modular Beneview T6
Monitor apnea neonat modular GE B450,0,Monitor apnea neonat modular GE B450
Monitor basic m/param Mindray,0,Monitor basic m/param Mindray
Monitor basic m/param Mindray MDRUMEC10,0,Monitor basic m/param Mindray MDRUMEC10
Monitor basic m/param Mindray MDRUMEC12,0,Monitor basic m/param Mindray MDRUMEC12
Monitor basic m/paramet Vista 120Model C,0,Monitor basic m/paramet Vista 120Model C
Monitor basic m/parameter Kohden SVM7501,0,Monitor basic m/parameter Kohden SVM7501
Monitor basic multi-paramet Edan iM50 PM,0,Monitor basic multi-paramet Edan iM50 PM
MONITOR BASIC MULTI-PARAMETER,0,MONITOR BASIC MULTI-PARAMETER
Monitor bedside PVM-2701 Vismo 10 4 inch,0,Monitor bedside PVM-2701 Vismo 10 4 inch
Monitor blood pressure non-invasive port,0,Monitor blood pressure non-invasive port
Monitor BP machine ( NIB/SPO2 trolley biolight V6,0,Monitor BP machine ( NIB/SPO2 trolley biolight V6
"Monitor centrol venous pressure,AB520cvp",0,"Monitor centrol venous pressure,AB520cvp"
"Monitor computer 15""",18400,"Monitor computer 15"""
Monitor computer 19in colour flat TFT,0,Monitor computer 19in colour flat TFT
Monitor Dell 20: E2016H 19 5 inches,0,Monitor Dell 20: E2016H 19 5 inches
Monitor digital blood pressure Riester,0,Monitor digital blood pressure Riester
Monitor digital blood pressureUA767 Plus,0,Monitor digital blood pressureUA767 Plus
Monitor doppler fetal heart Bistos BT220,0,Monitor doppler fetal heart Bistos BT220
Monitor doppler fetal heart Sino-Hero,0,Monitor doppler fetal heart Sino-Hero
Monitor fetal twins CMS800G,0,Monitor fetal twins CMS800G
"Monitor ICU ""Drager Vista 120 Model C""",0,"Monitor ICU ""Drager Vista 120 Model C"""
Monitor icu modular Edan instruments V6,0,Monitor icu modular Edan instruments V6
Monitor ICU modular Mindray Beneview T6,0,Monitor ICU modular Mindray Beneview T6
Monitor icu modular neonates Drager,0,Monitor icu modular neonates Drager
Monitor icu modular state BIOLIGHT BLTQ7,0,Monitor icu modular state BIOLIGHT BLTQ7
Monitor icu modular state CARESCAPE B450,0,Monitor icu modular state CARESCAPE B450
Monitor icu modular state CARESCAPE B650,0,Monitor icu modular state CARESCAPE B650
Monitor icu modular state NKBSM3763K,0,Monitor icu modular state NKBSM3763K
Monitor intracranial pressure (CAM02),0,Monitor intracranial pressure (CAM02)
Monitor neonatal portable SpO2 Pulse,0,Monitor neonatal portable SpO2 Pulse
Monitor NIBP desktop Biolight V6,0,Monitor NIBP desktop Biolight V6
Monitor NIBP desktop GE Healthcare V100,0,Monitor NIBP desktop GE Healthcare V100
Monitor NIBP desktop Minray VS 800,0,Monitor NIBP desktop Minray VS 800
MONITOR NIBP ON MOBILE STAND,0,MONITOR NIBP ON MOBILE STAND
Monitor NIBP on stand Biolight V6,0,Monitor NIBP on stand Biolight V6
Monitor NIBP on stand Contec CMS5100,0,Monitor NIBP on stand Contec CMS5100
Monitor NIBP on stand Creative PC900,0,Monitor NIBP on stand Creative PC900
Monitor NIBP on stand Edan Instru M3A-N,0,Monitor NIBP on stand Edan Instru M3A-N
Monitor NIBP on stand GE Healthcare V100,0,Monitor NIBP on stand GE Healthcare V100
Monitor NIBP vital signs+pulse oximeter,0,Monitor NIBP vital signs+pulse oximeter
Monitor NIBP/SPO2 trolley Biolight V6,0,Monitor NIBP/SPO2 trolley Biolight V6
Monitor NIBP/SPO2 trolley Edan M3A-NS,0,Monitor NIBP/SPO2 trolley Edan M3A-NS
Monitor NIBP/SPO2 trolley Mindray,0,Monitor NIBP/SPO2 trolley Mindray
Monitor patient central with printer,123481,Monitor patient central with printer
Monitor patient multi parameter IPM-9800,185224,Monitor patient multi parameter IPM-9800
Monitor patient Philips IntelliVue X2,0,Monitor patient Philips IntelliVue X2
Monitor patient physio MRI item no 18 00,0,Monitor patient physio MRI item no 18 00
Monitor patient vital signs non invasive,61843,Monitor patient vital signs non invasive
Monitor physiol patient-neonatal/adult,0,Monitor physiol patient-neonatal/adult
Monitor upper arm blood pressure MG150F,0,Monitor upper arm blood pressure MG150F
Monitor vital sign ems electronic,61844,Monitor vital sign ems electronic
Monitor vital signs NIBP SPO2 temp heart,0,Monitor vital signs NIBP SPO2 temp heart
Monitor vital signs VS2 NBP and SPO2,0,Monitor vital signs VS2 NBP and SPO2
"Monitor, Central Station",0,"Monitor, Central Station"
"Monitor, central station, compatable to monitor-ICU",0,"Monitor, central station, compatable to monitor-ICU"
"Monitor, Multiparameter, ICU",0,"Monitor, Multiparameter, ICU"
"MONITOR,MEDICAL",0,"MONITOR,MEDICAL"
"MONITOR,MEDICAL CARDIAC",0,"MONITOR,MEDICAL CARDIAC"
"MONITOR,MEDICAL VITAL SIGN",0,"MONITOR,MEDICAL VITAL SIGN"
"MONITOR,MEDICAL VITAL SIGNS MONITOR, NIBP,PULSE,MAP,NELLCOROXIMAX PULSE OXIMETRY AND TEMPRETURE-ADULT,PAED,NEONATE 53NTO-E2: COMPLETE",0,"MONITOR,MEDICAL VITAL SIGNS MONITOR, NIBP,PULSE,MAP,NELLCOROXIMAX PULSE OXIMETRY AND TEMPRETURE-ADULT,PAED,NEONATE 53NTO-E2: COMPLETE"
Monitoring kit pressure single tranducer,0,Monitoring kit pressure single tranducer
Monitoring set double pressure 3cc flush,0,Monitoring set double pressure 3cc flush
"MONTHLY CELLULAR;TELEPHONE COSTS , AIRTIME USAGE",71760,"MONTHLY CELLULAR;TELEPHONE COSTS , AIRTIME USAGE"
MOP,0,MOP
MOP CAPS 100/PACK,400,MOP CAPS 100/PACK
Mophead fan yarn colour coded blue,0,Mophead fan yarn colour coded blue
Mophead fan yarn colour coded green,0,Mophead fan yarn colour coded green
Mophead fan yarn colour coded red,0,Mophead fan yarn colour coded red
Mophead fan yarn colour coded yellow,0,Mophead fan yarn colour coded yellow
"Mornitor, Vital Signs Monitor, Mobile",0,"Mornitor, Vital Signs Monitor, Mobile"
Mortuary trolley,0,Mortuary trolley
Mortuary Trolleys,0,Mortuary Trolleys
MPACT FACE SHIELDS,1422,Visor / Face Shield
Multifiltrate Haemodialysis Renal Machines,0,Multifiltrate Haemodialysis Renal Machines
MULTIFOLD HAND TOWEL 1PLY 240MMX330MM (PACK 2000),4360,MULTIFOLD HAND TOWEL 1PLY 240MMX330MM (PACK 2000)
"Multiparameter Modular Monitor, ICU",0,"Multiparameter Modular Monitor, ICU"
Mutton and Viennas for homeless,3794,Mutton and Viennas for homeless
MUTTON PIECES 5 KG,21375,MUTTON PIECES 5 KG
Mask - Other,502700,Uncategorized masks
Mask - Surgical,45448,Uncategorized masks
Mask dust FFP2 twin strap convex,1994500,"respirator masks (FFP2, N95)"
Nebuliser ultrasonic humidifier,0,Nebuliser ultrasonic humidifier
"Nebuliser, ultrasonic",0,"Nebuliser, ultrasonic"
"NEEDLE,HYPODERMIC",0,"NEEDLE,HYPODERMIC"
Neuro Surgery Instrument Set,0,Neuro Surgery Instrument Set
Neurologic Hammer,0,Neurologic Hammer
NEW FOAM MATRAS 1880X760X75MM,68454,NEW FOAM MATRAS 1880X760X75MM
NIBP Monitor-vital signs,0,NIBP Monitor-vital signs
Mask face 3-point head efficast mask 2mm,705640,Uncategorized masks
NIL,0,NIL
Nil  report,0,Nil  report
NIL REPORT,0,NIL REPORT
NIL SUBMISSION,0,NIL SUBMISSION
Nil to Report,0,Nil to Report
Nill,0,Nill
NINA FEMME SCENTED WINGS,3443,NINA FEMME SCENTED WINGS
Nitrile gloves,0,Nitrile gloves
Nitrile Gloves Large – Disposable,0,Nitrile Gloves Large – Disposable
Nitrous oxide (N2O) med pin 31 3kg cylin,3906,Nitrous oxide (N2O) med pin 31 3kg cylin
NO MASK NO ENTRY SIGN,45,NO MASK NO ENTRY SIGN
Non-invasive patient monitor on Trolley,0,Non-invasive patient monitor on Trolley
Non-PPE Covid 19 Related Spend - Other,7678636,Non-PPE Covid 19 Related Spend - Other
Mask face 3ply loops with tie disposable,81217135,Uncategorized masks
Mask face anaesthetic inflatable size4,1296,Uncategorized masks
Non-PPE Covid related items,298175,Non-PPE Covid related items
None,0,None
None Reported in August 2021,0,None Reported in August 2021
Nutrile Exam Gloves Latex Free,1,Nutrile Exam Gloves Latex Free
Mask face aseptic blue 1 box 50 pcs,299000,Uncategorized masks
Office Deep Cleaning,23148,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
"OIL,LUBRICATING",721,"OIL,LUBRICATING"
ONIONS,150,ONIONS
Optiplan files / black pens,394,Optiplan files / black pens
Mask face aseptic molded blue 50pcs,11615,Uncategorized masks
Mask face surgical standard type 1,54150,Uncategorized masks
Other,5776032942,Other
Other (Provide description),883,Other (Provide description)
Mask face surgical typ1 fluid single use,32955320,Uncategorized masks
Mask face surgical with ties 3 ply,7158193,Uncategorized masks
Mask face theatre bacterial filtration,270000,Uncategorized masks
Mask face tie back adults 3 layer cloth,338560,cloth masks
3 ply material washable masks,0,Uncategorized masks
Mask face tieback earloop with shield,67500,Mask face tieback earloop with shield
Mask half respiratory protection FFP1,67500,Uncategorized masks
Mask M10 FFP1 moulded valved respirator,9674328,Uncategorized masks
"Mask medical, single use                 Fluid resistant",87908,Uncategorized masks
Mask respirator & surgical 1860 adult sz,961380,Uncategorized masks
Mask respirator with straps FFP2 20/b,80040,"respirator masks (FFP2, N95)"
Mask surgical face std type 1 rectangula,1242000,Uncategorized masks
adult bag mask resuscitator,0,Uncategorized masks
Mask surgical type N95;1 s,159942728,"respirator masks (FFP2, N95)"
"MASK,MEDICAL , SURGICAL, FACE, DISPOSABLE",840,Uncategorized masks
Cloth - Face mask - Emfuleni Logo,0,cloth masks
"MASK,MEDICAL RESPIRATOR N95 HALYARD",3453459,"respirator masks (FFP2, N95)"
Masks,273607,Uncategorized masks
Masks 3 Layer,14100,Uncategorized masks
Masks 3 ply,31000,Uncategorized masks
MASKS RESPIRATORS WHITE,3000,Uncategorized masks
Masks Surgical: Single Use,67958,Uncategorized masks
MEDICAL FACE MASK,3080748,Uncategorized masks
Deflator laryngeal mask airway size 3-5,0,Uncategorized masks
N95 Mask,189000,"respirator masks (FFP2, N95)"
N95 Masks,1408760,"respirator masks (FFP2, N95)"
"NON-WAVEN FACE MASK-BLUE , 3 PLY",1821,Uncategorized masks
PPE003 Respirator mask,76938621,"respirator masks (FFP2, N95)"
RES MASK FFP1,656,Uncategorized masks
Respiratory masks,8100,Uncategorized masks
Disposable masks 50 p/b,0,"respirator masks (FFP2, N95)"
Reusable washable face masks,15000,Uncategorized masks
Reusable washable filtered masks,36000,Uncategorized masks
Supply and delivery of disposable masks,40250,Uncategorized masks
"Supply of surgical disposable face masks ; @ R1 250,00 / a pack of 50 face masks; JHBE19/266-Quote  2 dd 01 June 2020",160000,Uncategorized masks
DUST MASK FFP2 NO VELVE,0,"respirator masks (FFP2, N95)"
"Supply of surgical disposable face masks ; @ R1 250,00 / face masks; JHBE19/266-Quote  2 dd 01 June 2020",80000,Uncategorized masks
"Supply of surgical disposable face masks R1 250,00/ box of face masks (JHBE19/266-Quote  1 dd 24/04/2020)",100000,Uncategorized masks
"Supply of surgical disposable face masks R1 250,00/ face masks (JHBE19/266-Quote  1 dd 24/04/2020)",50000,Uncategorized masks
Surgical Face Masks,175816,Uncategorized masks
Surgical Face Masks - KN95,1032,Uncategorized masks
"Surgical Face Masks, 3 ply",86400,Uncategorized masks
Face cloth/fabric masks,0,cloth masks
SURGICAL MASK,145630,Uncategorized masks
Surgical Mask Three layer,500000,Uncategorized masks
Face mask Cloth,0,cloth masks
Surgical Masks,293500,Uncategorized masks
SURIGICAL DISPOSABLE FACE MASKS @ R1000.00/ Pack of 50 face masks,60000,Uncategorized masks
SURQICAL FACE MASK,14346,Uncategorized masks
Two layers cloth masks,54000,cloth masks
Washable FaceMask with printing,414000,Uncategorized masks
Washable mask,800,Uncategorized masks
Face masks (shield Eye Protec tion ) Plastic Visor,0,Face masks (shield Eye Protec tion ) Plastic Visor
1 Litre Spray Sanitisors to be utilised in the above mentioned stand,4488,Uncategorized sanitisers
13 Sanitisers 500ml,4922,Uncategorized sanitisers
25 Lieters sanitisers,1720,Uncategorized sanitisers
250ML GARNIER PURE ACTIVE HAND SANITISER,2880,Uncategorized sanitisers
25L 70% ALCOHOL BASED HAND SANITIZERS LIQUID,7400,Uncategorized sanitisers
25l Disinfectant 70%ALCHOL SANITIZER,1,Uncategorized sanitisers
50 lt Hand Sanitiser,4377,Uncategorized sanitisers
500ml Dr Germ Gel Hand Sanitiser-70% Alc,132300,Uncategorized sanitisers
5L BUCKET ALCOHOL DISINFECTING WIPES,3500,Uncategorized sanitisers
Infant bag mask resuscitator,0,Uncategorized masks
5L hand sanitiser x1,116,Uncategorized sanitisers
5L SANITIZER GEL (CHEMICAL),626,Uncategorized sanitisers
KN95 Masks ( 10boxes of 10_,0,Uncategorized masks
5L SANITIZER LIQUID,1398,Uncategorized sanitisers
5LT SANITIZER CONTAINERS 70% ALCOHOL BASED,27500,Uncategorized sanitisers
5LT SANITIZER GEL,3130,Uncategorized sanitisers
60% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 @ R135.50/1L Refil,1626,Uncategorized sanitisers
"60% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 @ R406,50 / sanitiser refill",2439,Uncategorized sanitisers
"60% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490; @ R162,61 / refill JHBE19/266-Quote  2 dd 01 June 2020",14634,Uncategorized sanitisers
75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490,1558,Uncategorized sanitisers
75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 @ R135.50/1L Refil,2873,Uncategorized sanitisers
"75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 = (10 x 1L Refills @ R135,50/1L)",1558,Uncategorized sanitisers
"75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 = (100 x 1L Refills @ R135,50/1L)",16517,Uncategorized sanitisers
"75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 = (115 x 1L Refills @ R135,50/1L)",17920,Uncategorized sanitisers
"75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 = (6 x 1L Refills @ R135,50/1L)",1870,Uncategorized sanitisers
"75% alcohol based hand sanitizer refill with pump in a hygienically sealed package on as and when required basis (adherence to SANS 490 = (9 x 1L Refills @ R135,50/L)",2805,Uncategorized sanitisers
Mask face child bag-valve-mask resusicat,0,Uncategorized masks
ALCHOL BASED GEL HAND SANITIZER 70 % 5LT,16200,Uncategorized sanitisers
ALCHOL BASED HAND SANITIZER 70 % 5LT,30330,Uncategorized sanitisers
"Alcohol based hand sanitiser refill withpump in hygienically sealed package @ R184,77/refill (JHBE19/266-Quote  1 dd 24/04/2020)",6098,Uncategorized sanitisers
ANTI-BACTERIAL WIPES,1571,Uncategorized sanitisers
Automatic Sensor Dispenser 1l sanitazer refills,27200,Uncategorized sanitisers
Bottle Disinfectant 5 litre,185000,Uncategorized sanitisers
BOX ANTI BACTERIAL WIPES,1096,Uncategorized sanitisers
Cleaner Solisan Sanitiser 70% Alcohol 5 LT,1568,Uncategorized sanitisers
"CLEANER,HAND SANITISER, LIQUID, 5LT",155680,Uncategorized sanitisers
Mask N95 blood splash resistance 160mmHg,0,"respirator masks (FFP2, N95)"
Mask particulate filtering half mask,0,Uncategorized masks
CLOTH ALCOHOL WET WIPES 40'S,869,Uncategorized sanitisers
COVID 049 SANITISER 5L 70% ALCOHOL,28750,Uncategorized sanitisers
COVID 049 SANITISER WITH NOT LESS THAN 70% ALCOHOL 5L,59025,Uncategorized sanitisers
COVID 049 SANITISER WITH NOT LESS THAN 70% ALCOHOL AND DISPOSAL MASK as per BID: 8/2/4/12021,130686,COVID 049 SANITISER WITH NOT LESS THAN 70% ALCOHOL AND DISPOSAL MASK as per BID: 8/2/4/12021
COVID-19 Disinfectant Wipes,157150,Uncategorized sanitisers
"MASK,MEDICAL K N95(COVID-19)",0,Uncategorized masks
COVID-19 Hand sanitizer 5L,437000,Uncategorized sanitisers
COVID-19 Supply and delivery of 25L hand sanitizers,143750,Uncategorized sanitisers
COVID-19 Supply and delivery of 5L disinfectant spray,26450,Uncategorized sanitisers
Covid19 Disinfectant Wipes,165000,Uncategorized sanitisers
COVID19 SANITIZING WIPES 70% ALCOHOL,58275,Uncategorized sanitisers
COVID19 SANITIZING WIPES 70% ALCOHOL BUCKET,29500,Uncategorized sanitisers
Material masks,0,Uncategorized masks
D.I.S DISINFECTANT,650,Uncategorized sanitisers
Detergent disinfectant wipes pre-saturated wipes,22856,Uncategorized sanitisers
Disinfectant,3295,Uncategorized sanitisers
"DISINFECTANT , SANITECH, HANDSANITISER",16200,Uncategorized sanitisers
Paed bag mask resuscitator,0,Uncategorized masks
"DISINFECTANT , SURFACE AND HAND LIQUID, 70 PERCENT ALCOHOL, 1L",1600,Uncategorized sanitisers
"DISINFECTANT , SURFACE AND HAND LIQUID, 70 PERCENT ALCOHOL, 5 LITRE",30600,Uncategorized sanitisers
Respirator  FFP2 valved 8822 disposable,0,"respirator masks (FFP2, N95)"
Disinfectant Canister 150ML,39675,Uncategorized sanitisers
Disinfectant Canister 400ML,81420,Uncategorized sanitisers
Disinfectant for Fogging,248400,Uncategorized sanitisers
Disinfectant Hand sanitizer,60000,Uncategorized sanitisers
Disinfectant sanitizer  500ML,57435,Uncategorized sanitisers
Disinfectant sanitizer 50ML,9975,Uncategorized sanitisers
Disinfectant Sanitizers 500ml,14850,Uncategorized sanitisers
Disinfectants,784600,Uncategorized sanitisers
Disinfectants 5 litre,45000,Uncategorized sanitisers
DISINFECTED 20L,1571,Uncategorized sanitisers
DISINFECTED 5L,390,Uncategorized sanitisers
Disinfecting Hand Gel,450,Uncategorized sanitisers
Disinfecting Hand Gel & 250ml bottle with pump,1949,Uncategorized sanitisers
DISINFECTING HAND GEL 5L,1350,Uncategorized sanitisers
Surgical masks (10 Boxes of 50),0,Uncategorized masks
F10 SANITISER,21200,Uncategorized sanitisers
GD HAND SANITISER LIQUID 1 LT,5760,Uncategorized sanitisers
Triple ply face masks,0,Uncategorized masks
Gel Hand Sanitizers,8156,Uncategorized sanitisers
Washable cloth face masks,0,cloth masks
GENERIC 70% ALCO SANITISER WIPES 195X140MM,2484,Uncategorized sanitisers
