Supplier_name,CSD_Registration_No,pay_num,No_of_orders,order_num,Count_of_institutions_serviced,Director
LETHISIDINGO CLEANING AND PROJECTS CO-OPERATIVE LIMITED,MAAA0694473,0,1,84480,1,SINQABA PHUMEZA PATIENCE NOMONDE
LETHISIDINGO CLEANING AND PROJECTS CO-OPERATIVE LIMITED,MAAA0694473,0,1,84480,1,SINQABA THENJISWA
LETHORE HOLDINGS,MAAA0678072,132000,4,167937.5,4,MATSHEGO MAGDALENE JACOBA
LETHU NATHI TRADING,MAAA0140412,0,1,6750,1,MADIKWA ZAMEKA
LETISCOPE,MAAA0365571,21000,2,21000,2,MPITSO DAVID TSHABELLO
LETLOTLO LA RORISANG TRANSPORT AND PROJECTS,MAAA0559795,233640,1,233640,1,MAPHUTSI TSHEPO
LETLOTLO SOLUTIONS,MAAA0586056,264600,1,264600,1,RADITSELA PALESA MAMONOWE
LETLOTLO SOLUTIONS,MAAA0586056,264600,1,264600,1,TSHAWE MNA EDGAR
LETLOTLO TURN POINT,MAAA0380299,3750,1,3750,1,SELOMI FRANS
LETLOTO TRADING ENTERPRICES,MAAA0674602,30844,3,30946.5,3,GROBLER CATHRINA SUSANNA
LETODI FACILITIES AND LOGISTICS,MAAA0627398,691789,34,615792,34,MAAKE PHILLIP MABUSHA
LETONN INTERNATIONAL,MAAA0660144,29750,1,29750,1,HLATSHWAYO LETHUKUTHULA NOTHANDO
LETONN INTERNATIONAL,MAAA0660144,29750,1,29750,1,NDLOVU NQOBILE RONELLE
LETONN INTERNATIONAL,MAAA0660144,29750,1,29750,1,NGWENYA NOMPUMELELO
LETS CLEAN COMMERCIAL HOUSEHOLD CORPORATE,MAAA0931789,103734.72,1,349710,1,SEBAKO THUSO
LETS TRADE 1292,MAAA0661823,48703.56,22,68532.08,22,BUDAZA SAMANTHA
LETS TRADE 1292,MAAA0661823,48703.56,22,68532.08,22,CLAASEN AUBREY LAURENCE
LETS TRADE 1292,MAAA0661823,48703.56,22,68532.08,22,SENEKAL ELANA
LETS TRADE 1292,MAAA0661823,48703.56,22,68532.08,22,SENEKAL HENDRIK JOHANNES
LETSEPE MEDICAL SUPPLIES,MAAA0494553,76122.95,2,76122.95,2,MANASWE MPHELE LETSEPE JOHN
LEVANT FABRICS AND HABBY,MAAA0635620,406226,4,406226,4,BAVA MOHAMED SHEAZAAD SIKANDER
LEVEL UP BREAKTHROUGH SERVICES AND SUPPLY,MAAA0649369,36922.24,7,44461.74,7,MAMABOLO MAKWENA LLOYD
LEVIOLET CONSORTIUM,MAAA0475661,0,1,0,1,MAVHUSHA HUMBULANI
LEVTRADE INTERNATIONAL,MAAA0172673,122819.42,9,122819.42,9,DI DOMENICO MASSIMO
LEVTRADE INTERNATIONAL,MAAA0172673,122819.42,9,122819.42,9,DIDOMENICO MASSIMO
LEVTRADE INTERNATIONAL,MAAA0172673,122819.42,9,122819.42,9,FRIEDMAN DAVID WOOLF
LEVTRADE INTERNATIONAL,MAAA0172673,122819.42,9,122819.42,9,KERN CRAIG ROLF
LEVTRADE INTERNATIONAL,MAAA0172673,122819.42,9,122819.42,9,LEVY JOEL MARTIN
LEVY BUILDING CONSTRUCTION AND PROJECTS,MAAA0275140,11515.02,2,11515.02,2,MAKGATI SETHELE LEVY
LEXELA APPAREL,MAAA0909855,17500,2,17500,2,MAGAELA MOLATLHENG ISAAK
LEYIBUZI PRIMARY CO-OPERATIVE LIMITED,MAAA0717185,0,3,173500,3,NGCONGO PHUMZILE GLADYS
LEYIBUZI PRIMARY CO-OPERATIVE LIMITED,MAAA0717185,0,3,173500,3,NGCONGO THOBEKILE MILDRED
LEYIBUZI PRIMARY CO-OPERATIVE LIMITED,MAAA0717185,0,3,173500,3,NGCONGO WISEMAN NKULULEKO
LEYIBUZI PRIMARY CO-OPERATIVE LIMITED,MAAA0717185,0,3,173500,3,ZACA BUYISILE LUCIA
LEYIBUZI PRIMARY CO-OPERATIVE LIMITED,MAAA0717185,0,3,173500,3,ZACA NOTOMBIZONKE JULIETH
LEZEE TRADING AND PROJECTS,MAAA0107407,149110,6,149110,6,MOTAUNG SELLO EDWIN
LEZMIN 1204,MAAA0071212,2573679.5,1,8569718.7,1,MAOME SINDISWA AGNES
LEZRYN SOLUTIONS,MAAA0454640,32393.75,12,18769.7,12,GROEPIES SHINAÉ LESLEY
LFD PROJECTS,MAAA0551670,619561.51,11,2544007.98,11,BUTLER CLARENCE JOSEPH
LFD PROJECTS,MAAA0551670,619561.51,11,2544007.98,11,FIELD CINDY YVETTE
LFD PROJECTS,MAAA0551670,619561.51,11,2544007.98,11,FIELD RICHARD CHARLES
LFD PROJECTS,MAAA0551670,619561.51,11,2544007.98,11,MUNIZ ANGELIQUE DAMAYANTI
LFN MAJOR PROJECT,MAAA0396447,130001,1,130001,1,NKOSI LEBOGANG FELICIA
LFN MAJOR PROJECT,MAAA0396447,130001,1,130001,1,NKOSI ZANELE CHAMAIN EMLY
LHM INVESTMENTS,MAAA0581286,14545,1,14545,1,MMUTLE CHRISTOPHER MONTSHUSI
LIAISON INVESTMENTS,MAAA0163645,79000,4,55500,4,GROSSBERG DAVID SAMUEL
LIAISON INVESTMENTS,MAAA0163645,79000,4,55500,4,GROSSBERG JACK
LIAMBER TRADING ENTERPRISE,MAAA0723027,84000,14,84000,14,NTSONTSOYI ANDISWA
LIAMED SUPPLIES,MAAA0316550,2617499,5,13844805,5,MUNSAMY VINOLIA
LIAQUET HOOSAIN AHMED,MAAA0118391,26781.6,11,33020.38,11,AHMED LIAQUET HOOSAIN
LIBAYI PROJECTS,MAAA0497876,550000,1,0,1,MAPHISA MAMPALE LILIAN
LIBAYI PROJECTS,MAAA0497876,550000,1,0,1,RATSHILUMELA FHATUWANI RONALD
LIBEKO,MAAA0861677,2439541,1,0,1,KHUMALO VUMANI HERBERT
LIBERA MANAGEMENT SERVICES,MAAA0111926,400018.53,2,400018.53,2,BRUWER EVERT PHILLIPUS
LIBERA MANAGEMENT SERVICES,MAAA0111926,400018.53,2,400018.53,2,SEHLAGA NOMALANGA LEAH
LIBERER CONSULTING,MAAA0909803,170000,2,170000,2,PHEME MATATETJA DANIEL
LIBERTY GENERAL SUPPLIER,MAAA0703641,10000,1,10000,1,NEDZIMAULI VHAHANGWELE
LIBIMAYASI PRIMARY CO-OPERATIVE LIMITED,MAAA0599746,0,1,6400,1,JALI GLORIA THEMBANI
LIBIMAYASI PRIMARY CO-OPERATIVE LIMITED,MAAA0599746,0,1,6400,1,JALI NTOMBININGI PRINCESS
LIBIMAYASI PRIMARY CO-OPERATIVE LIMITED,MAAA0599746,0,1,6400,1,MALINGA PHILISIWE JOYCE
LIBIMAYASI PRIMARY CO-OPERATIVE LIMITED,MAAA0599746,0,1,6400,1,NGCOBO MAVIS HLENGIWE
LIBIMAYASI PRIMARY CO-OPERATIVE LIMITED,MAAA0599746,0,1,6400,1,ZUMA BAZAMILE BONISIWE
LIBIZONA TRAINING CENTRE,MAAA0908673,25000,1,25000,1,ZAZELA LULAMA
LIBONAKELE INGOMSO,MAAA0753822,984000,1,984000,1,SOLONTSI NWABISA
LIBONGO TRADING ENTERPRISE,MAAA0157592,120000,2,120000,2,MPOQANE KHWALU
LIBONGO TRADING ENTERPRISE,MAAA0157592,120000,2,120000,2,VUMAZONKE ZIKHONA SIPHELELE
LICHRO CHEMICAL AND LABORATORY SUPPLIES,MAAA0020718,25075,10,29516,10,PADAYACHEE PERUMAL ARNAJALLAM
LICIADOX,MAAA0725704,371575.73,2,362709.34,2,ADAMS SHARFFA
LICIADOX,MAAA0725704,371575.73,2,362709.34,2,NDLANGAMANDLA ERNEST MDUDUZI
LICIADOX,MAAA0725704,371575.73,2,362709.34,2,Omar ADAM MOHAMED
LIEBCO VLEISHANDELAARS,MAAA0846057,94248.1,81,179896.85,81,LIEBENBERG ANDRIES ADRIAAN
LIEBCO VLEISHANDELAARS,MAAA0846057,94248.1,81,179896.85,81,LIEBENBERG ELIZABETH
LIEBCO VLEISHANDELAARS,MAAA0846057,94248.1,81,179896.85,81,LIEBENBERG JACOBUS JOHANNES
LIEFIES BAKES,MAAA0702029,61151.65,1,4135.4,1,KOELA SUZETTA BELINDA
LIENAD TRADING,MAAA0023692,12185,4,12185,4,MDAKANE VUSI
LIFCON,MAAA0909780,0,2,96000,2,WATI LIFE
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,MOLETSANE PALESA
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,MOTALA Mahomed Salim
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,NAICKER KANNAGI
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,SOOKOO PRATHNA
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,Van Dyk ELZETTE
LIFE EMPLOYEE HEALTH SOLUTIONS,MAAA0013143,1185.39,1,1185.38,1,VAN LOGGERENBERG CHARL JACQUES
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,COETZEE ETTIENNE
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,GRABE JOHANNES CHRISTIAAN
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,HOLDER JOHANNES REINHARDT
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,JOSEPH ANDRE KURT CAMERON
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,MASHAMAITE KWENA PETER
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,THERON MINANTE
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,VAN DER WAL KLAAS CHRISTIAAN
LIFE FAERIE GLEN HOSPITAL,MAAA0335138,2300,1,2300,1,Van Dyk HANS JACOB
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,KOEKEMOER CRAIG IAN
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,NAIDOO MEGANDRA
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,PYLE ADAM MILLS
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,THERON PIETER FRANCOIS
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,VAN DER WESTHUIZEN PETRUS PHILLIPPUS
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,VIRANNA SHREY BALAGURU
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,WHARTON-HOOD PETER GERARD
LIFE HEALTHCARE GROUP,MAAA0649383,0,1,496283,1,WYLIE KURT ASTON
LIFESTONE CONSTRUCTION AND CIVIL,MAAA0104313,0,1,18000,1,NOGODUKA LAZOLA
LIFO LIFESTYLE MANAGEMENT,MAAA0353064,11960,2,11960,2,FOURIE LIZETTE JO-ANN
LIFONET,MAAA0443834,0,2,485000,2,SIGNARIAN AVIKASH
LIHLE M P TRADING AND PROJECTS,MAAA0147086,370000,1,370000,1,KHOZA MILLICENT THEMBELIHLE PRUDENCE
LIHUZU PROJECTS,MAAA0169902,47124395.16,12,698771580,12,MTHETHWA LESLEY SIZWE
LIHUZU PROJECTS,MAAA0169902,47124395.16,12,698771580,12,NKABINDE SIFISO TERRENCE
LIKHO TRADING AND PROJECTS,MAAA0805863,27584.96,2,27584.96,2,TSOKOTSIYANE NOMATHEMBA
LIKO ENTERPRISES,MAAA0094645,0,2,4592,2,MOOKETSI ITUMELENG
LIKUNGA PROTECTION AND SECURITY SERVICES,MAAA0424959,31502.25,2,31502.25,2,MXOLI MBULELO INNOCENT
LIKUNGA PROTECTION AND SECURITY SERVICES,MAAA0424959,31502.25,2,31502.25,2,ZONKE UNATHI
LILISO GUARDS SECURITY AND CLEANING,MAAA0345829,25190,16,25190,16,MADIKANE AKHONA
LILLIANDENNIS CREATIVES,MAAA0316989,0,1,334421,1,SIKWEBU ASANDA
LILLYGALE TRADING,MAAA0019248,0,1,874,1,PHEPENG GALEBOTSE YVONNE
LILOTAKI CONSTRUCTION,MAAA0002487,0,1,327211.73,1,MAHLANGU TAKI ZITHULELE
LILOTAKI CONSTRUCTION,MAAA0002487,0,1,327211.73,1,MASANGO SIBISISO GODFREY
LILOTAKI CONSTRUCTION,MAAA0002487,0,1,327211.73,1,MASANGO SIBUSISO GODFREY
LILOTAKI CONSTRUCTION,MAAA0002487,0,1,327211.73,1,RAMAKGWAKGWA MMAPULA
LIMANDAWO GROUP,MAAA0431224,29400,1,29400,1,MTSHENGU KHAYALETHU SANDILE
LIMBRO MEDICAL AND SURGICAL SUPPLY,MAAA0675502,210000,1,210000,1,RAMBAU NKHANGWELENI LAWRENCE
LIME LINE INVESTMENTS,MAAA0129230,265000,1,265000,1,BOPAPE THAPELO ELIAS
LIMGROUP CONSULTING SERVICES,MAAA0412816,3546000,13,3546000,13,MADLALA SAMUKELO LINDELANI
LIMGROUP CONSULTING SERVICES,MAAA0412816,3546000,13,3546000,13,MANYIKANE PETRUS
LIMGROUP CONSULTING SERVICES,MAAA0412816,3546000,13,3546000,13,MPHAHLELE MATSOBANE MOSES
LIMGROUP DIRECT ENERGY,MAAA0942754,8794000,33,8794000,33,RATSIKU MANYIKANE MULALO
LIMINJALO TRADING,MAAA0078118,29400,1,29400,1,MATEBESE MTHUNZI NCEBA
LIMISE PROMOTIONS,MAAA0472117,0,1,917023,1,MBOMBOYI MALERATO THEODORAH
LIMPCOST,MAAA0937075,0,1,129600,1,MASEKOAMENG PUTLI DANIEL
LIMPOPO FASHION WEEK,MAAA0919676,9468.47,3,9468.47,3,MOLOKOMME HLOLOGELO SESHEE
LIMPOPO FASHION WEEK,MAAA0919676,9468.47,3,9468.47,3,MOLOKOMME NAKEDI BESSIE
LIMPOPO FASHION WEEK,MAAA0919676,9468.47,3,9468.47,3,MPHAHLELE DIPHALE MORONGWA
LIMPOPO SUPPLEMENTS TRADERS,MAAA0137608,1142944.29,12,1142944.29,12,MATHABATHA MATHIAS MATHEWS
Limpopo Tourism and Parks Board,MAAA0436360,2475000,5,2475000,5,KGOPONG NNYEDI SOLOMON
LIMPRO CRAFT DESIGNS,MAAA0424251,10965,2,28959.2,2,STAMPER MXOLISI MONGEZI
LIMTOTI,MAAA0021310,0,1,0,1,Matoti NOLUFEFE
LIMTOTI,MAAA0021310,0,1,0,1,Matoti NTOMBOZUKO
LIMTOZ DEVELOPMENTS AND PROJECTS,MAAA0827068,0,1,1248000,1,TUKELA APIWE
LIMTOZ DEVELOPMENTS AND PROJECTS,MAAA0827068,0,1,1248000,1,TUKELA JOSTINA NOMTHANDAZO
LINAMANDLA IJOLA TRADING,MAAA0611695,3700,2,3700,2,MBULAWA LUNGISWA
LINDA JACOBS PROMOTIONS,MAAA0094623,613269.22,14,610290.98,14,JACOBS LINDA
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,BIYELA NOTHANDO
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,KHUMALO VUSIWE ROSE
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,MAVUNDLA PHILISIWE ANNACYNTHIA
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,MBAJWA BAZINI
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,NANA NOMATHEMBA ANNASTASIA
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,SIBIYA NTOMBIZININGI CHERITY
LINDA KUZOLUNGA,MAAA0080637,0,4,297346,4,ZUMA VIOLA THENJIWE MAKHOSAZANA
LINDANI CATERING AND PROJECTS,MAAA0466583,5100,1,5100,1,MABASO DOREEN NOMBA
LINDITHEMBA TRANSPORT AND SERVICES,MAAA0062911,97600,1,97600,1,MASANGO LINDIWE BRIDGET
LINDITHEMBA TRANSPORT AND SERVICES,MAAA0062911,97600,1,97600,1,MTHIMUNYE MICHAEL THEMBA
LINDO BUHLE TRADING,MAAA0951075,5789.2,4,5789.2,4,MLANGENI FRANS JABULILE
LINDO BUHLE TRADING,MAAA0951075,5789.2,4,5789.2,4,MLANGENI NOMAHLOZI MARY
LINDO LETHU TRADING,MAAA0055983,1123488.73,4,2258516.75,4,ZUMA GUGULETHU ZAMA
LINDOKUHLEMATE TRADING AND PROJECTS,MAAA0149261,120612,7,120612,7,MAREDI HAPPY LINDIWE
LINDOL HYGIENE SERVICES,MAAA0016965,9085,6,24490.4,6,BOETTGER CARL PETER
LINDOL HYGIENE SERVICES,MAAA0016965,9085,6,24490.4,6,BOETTGER PAULA DEE
LINDOL HYGIENE SERVICES,MAAA0016965,9085,6,24490.4,6,BOETTGER PETER STEPHANUS ADOLF
LINDOL HYGIENE SERVICES,MAAA0016965,9085,6,24490.4,6,JANTJIES FILIMON BONISILE
LINDY AND SINTLE CONSTRUCTING,MAAA0136243,4400,1,4400,1,MKHABA LINDIWE ABIGAIL
LINKED STATIONERY,MAAA0739128,575,1,575,1,FISH JUSTIN STUART
LINKIE TECHNOLOGIES,MAAA0010256,168000,1,168000,1,MUDZANANI MULALO LINKIE
LINKON SOLUTIONS TRADING ENTERPRISE,MAAA0028817,15360,1,15360,1,MSIMANGO NOKUTHULA NOMPUMELELO
LINLOS INVESTMENTS 4,MAAA0092153,274598.86,2,546043.98,2,MCPHERSON SELLOANE MOTLAGOSEBATHO LYNETTE
LINLOS INVESTMENTS 4,MAAA0092153,274598.86,2,546043.98,2,SEMELAR THABISO
LINOMO PROJECTS,MAAA0777203,62025,1,62025,1,NYAQELA LINDIWE PRIMROSE
LINOTO DEVELOPERS,MAAA0004452,353704,2,353704,2,MDLULWA SIPHA
LINQUIN INVESTMENTS,MAAA0682673,27639.4,2,27639.4,2,MLABA LINDOKUHLE QUINTON
LINROSE INVESTMENTS,MAAA0960653,18750,1,18750,1,SITHOLE TRINITY LUNGILE FOROMA
LINTYATYAMBO ZAMAVEZI,MAAA0629440,60500,3,60500,3,KWEYAMA NONTOKOZO MBALI
LIONBEE INVESTMENTS,MAAA0501866,6559600,2,6559600,2,STAINBANK ALONZO RAMSAY LUKE
LIONBEE INVESTMENTS,MAAA0501866,6559600,2,6559600,2,STAINBANK DEBORAH LETICIA
LIONBEE INVESTMENTS,MAAA0501866,6559600,2,6559600,2,STAINBANK LLOWELYN ERNEST
LIONHEAD PROJECTS,MAAA0269105,27000,3,27000,3,VEERAN MOSES
LIORA MEDICAL SUPPLIES,MAAA0002271,80362176.6,155,92665728.57,155,SELAMOLELA GETRUDE JILL
LIPHAKE PROJECTS,MAAA0004545,23000,1,20000,1,RAMBUDA KHENSANI SUZAN
LIQHAYIYA PROJECTS AND SERVICES,MAAA0429818,0,1,26280,1,MAFANI NTLAHLA
LIQHAYIYA PROJECTS AND SERVICES,MAAA0429818,0,1,26280,1,MLINDA AKHONA NTOMBIKAYISE
LIQUID RELATIONS,MAAA0127495,141243,5,141243,5,MQWATI SIYABONGA DUKE
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,Geyser GIDEON JAKOBUS
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,GOMENI NTHABISENG AGNES
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,KOBUE KATLEGO KEORAPETSE DANIEL
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,MEYER MALVIN RICHARD
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,NTSELE SANDY SANDILE BHEKITHEMBA
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,SHA RESHAAD
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,SIHLANGU TINYIKO
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,VAN ROOYEN CRAIG RAYMOND
LIQUID TELECOMMUNICATIONS SOUTH AFRICA,MAAA0002119,898974,19,9227705.6,19,Wilson DAVID RONALD
LIRABRAND ENTERPRISE,MAAA0016014,303480,6,303480,6,LEKOMA LERATO
LISA MAKO,MAAA0913072,0,1,25000,1,MAHLOHLA MAKOMANE ELISA
LISAKHANYA SKILLS DEVELOPMENT CONSULTANTS,MAAA0167369,63045,5,63045,5,KAMA Siphokazi
LISAKHANYA SKILLS DEVELOPMENT CONSULTANTS,MAAA0167369,63045,5,63045,5,NIKELO Vuyokazi
LISAKHANYA SKILLS DEVELOPMENT CONSULTANTS,MAAA0167369,63045,5,63045,5,NYABASHE Siphokazi
LISAKHANYA SKILLS DEVELOPMENT CONSULTANTS,MAAA0167369,63045,5,63045,5,SILIGA LINDA PATIENCE
LISAPHELELE INVESTMENTS,MAAA0708764,93000,4,99057.5,4,NDLAMLA SIPHELELE
LISK TRADING ENTERPRISE,MAAA0020150,89840,40,89840,40,MOREROA SETLABO VINCENT
LISONDALO,MAAA0897885,3986200,1,0,1,MABASO NJABULO CHRISTIAN
LISONDALO,MAAA0897885,3986200,1,0,1,MPOFANA FIKILE
LISWA LISA EVENTS MANAGEMENT AND PROJECTS,MAAA0023477,150000,1,150000,1,MOGOROSI MICAELLA YOLISWA
LITHENDO CONSULTING,MAAA0158172,194958.14,2,217728.12,2,MGWETYANA LWANDISO
LITLHLAKO CONSULTING,MAAA0352614,0,1,197800,1,MATSIETSA IPELENG MILLICENT
LITLHLAKO CONSULTING,MAAA0352614,0,1,197800,1,TLHLAKO LUCAS
LIVCLEAN,MAAA0167571,25139,6,35489,6,Gilson MURRAY WILLIAM BYRNE
LIVCLEAN,MAAA0167571,25139,6,35489,6,SIMPKINS MATTHEW WAYNE
LIVCLEAN,MAAA0680312,11515,5,11515,5,Gilson MURRAY WILLIAM BYRNE
LIVCLEAN,MAAA0680312,11515,5,11515,5,SIMPKINS MATTHEW WAYNE
LIVE VISION TRADING AND PROJECTS,MAAA0579107,2177732,1,2177732,1,KUNENE MNTIMANDE LUTHANDO
LIVHA CONSULTING,MAAA0038760,172500,1,172500,1,RALEPHATA MASHUDU SYLVIA
LIVHA CONSULTING,MAAA0038760,172500,1,172500,1,RALEPHATA MPOTI ABISAAI
LIVHUWANI GENERAL SUPPLIERS,MAAA0859569,129540,2,129540,2,MAMAFHA KHAKHATHI MARCUS
LIVHUWANI TRADINGS,MAAA0543521,118000,4,59000,4,MODAU LIVHUWANI ARTHUR
LIVING SPACE HOME IMPROVEMENTS,MAAA0483400,1450,1,1450,1,WALKER MALANIE LEIGH
LIYABUKWA ENTERPRISE,MAAA0558223,9750,2,9750,2,SEPTEMBER BHELEKAZI PORTIA
LIZE SIGNS,MAAA0575465,299,3,845.25,3,BRITS FRANCOIS JACQUES
LIZEKA MADLOLO,MAAA0695551,0,1,3000,1,MADLOLO LIZEKA
LIZEL IMMELMAN,MAAA0905950,0,2,38000,2,IMMELMAN LIZEL
LIZO LABAFAZI MULTI-PURPOSE PRIMARY CO-OPERATIVE LIMITED,MAAA0434030,0,1,12500,1,KHASA NOLITA
LIZO LABAFAZI MULTI-PURPOSE PRIMARY CO-OPERATIVE LIMITED,MAAA0434030,0,1,12500,1,MADANDA EMIHLE
LIZO LABAFAZI MULTI-PURPOSE PRIMARY CO-OPERATIVE LIMITED,MAAA0434030,0,1,12500,1,NGAMLANA THABISA
LIZO LABAFAZI MULTI-PURPOSE PRIMARY CO-OPERATIVE LIMITED,MAAA0434030,0,1,12500,1,NGAMLANA YOLISA MANDILAKHE
LIZO LABAFAZI MULTI-PURPOSE PRIMARY CO-OPERATIVE LIMITED,MAAA0434030,0,1,12500,1,VUZANI XOLANI
LIZZARD TECH,MAAA0840908,112932.95,9,112932.95,9,KGATITSOE KEAOBAKA REMIGIOUS
LIZZARD TECH,MAAA0840908,112932.95,9,112932.95,9,MOKOENA KHOTSOFALANG TONY
LIZZARD TECH,MAAA0840908,112932.95,9,112932.95,9,MOLOTSI GAOPALELWE STEPHEN
LIZZARD TECH,MAAA0840908,112932.95,9,112932.95,9,MOLOTSI KAMOGELO GOITSEENE
LJ PROJECTS AND EVENTS,MAAA0027021,800000,5,1000000,5,JAFTA LYNDEN CURWIN
LK N MJ CLEANING AND LANDSCAPING SERVICES,MAAA0097811,88914,1,88914,1,MODUPO JOCOBETH LOKI
LK N MJ CLEANING AND LANDSCAPING SERVICES,MAAA0097811,88914,1,88914,1,MODUPO PHELINAH MMAJONI
LKKY PROJECTS,MAAA0778108,0,1,12800,1,KHETHO LAZOLA
LKMJ,MAAA0428840,230840.64,6,230840.64,6,MABOGO LUFUNO KAIZER MICHAEL JNR
LLAS TRADING ENTERPRISE,MAAA0485538,2260,1,2260,1,MAFUNA MOTRAPI ANNAH
LLINE PROJECTS,MAAA0337506,54950,1,54950,1,MOSWANG LESEDI PATRICK
LLOYDS CORPORATE GROUP,MAAA0039876,179649.6,12,179649.6,12,BALOYI MATIMU LOADWING
LLT POWER,MAAA0820877,857,1,857,1,MASIPA LERATO VINCENT
LLTD ATTRACTION,MAAA0627957,20400,2,20400,2,DALAWANA THANDO
LLTD ATTRACTION,MAAA0627957,20400,2,20400,2,NGIDI LETHOKUHLE MARVIN EARL
LLTP 76 HOLDINGS,MAAA0800536,79500,2,79500,2,RAMANYIMI MPHO DAPHNEY
LM HOLDINGS GROUP,MAAA0412840,0,2,253000,2,MADLALA NKULULEKO
LMA MO TRADING,MAAA0124948,29700,1,29700,1,MORURI LEBOGANG ANDERSON
LMD ENGINEERING,MAAA0461538,67845000,3,67845000,3,MACHANZI LEONARD
LME BUSINESS ACCOUNTING CONSULTANTS,MAAA0400322,17250,2,17250,2,KABASA LINDIWE CYNTHIA
LMMT DIGLOSSIA,MAAA0373583,11520162.86,48,11520162.86,48,MPEPANDUKU LUBABALO
LN ENGINEERING,MAAA0088460,0,1,0,1,NETHOMBONI NTHAMBELENI EWALD
LNG SCIENTIFIC,MAAA0535150,45745000,2,45745000,2,LEKOANA Letloega Thabiso
LNG SCIENTIFIC,MAAA0535150,45745000,2,45745000,2,NAKIN JODY LOUIS PETER
LNN CAPITAL,MAAA0893581,373242,2,466552.5,2,MAHLABA CHRISTIAN NKANYISO
LO NJOLOZA HOLDINGS,MAAA0571290,12557,7,12557,7,NJOLOZA AWONKE
LO NJOLOZA HOLDINGS,MAAA0571290,12557,7,12557,7,NJOLOZA LWAZI
LO NJOLOZA HOLDINGS,MAAA0571290,12557,7,12557,7,ZULU ANELE BONISIWE
L-O THAMAGA AND SON S TRADING ENTERPRISE,MAAA0002598,20861.18,3,58024.18,3,THAMAGA LEHUDUO OUPA
LOAPI LOGISTICS,MAAA0569656,232506.45,1,232506.45,1,APRIL REGINALD
LOBAMBA ENTERPRISE,MAAA0175592,351500,5,381200,5,MOFOKENG MANNYAHE KELEBOHILE NICOLE
LOBA'S LOGISTICS AND PROJECTS,MAAA0136089,166250,1,0,1,TIROYABONE THATOYAONE MELVIN
LOCHIVE CONSULTING,MAAA0656007,38000,1,38000,1,MTABAZI LUNGELWA
LOGAN MEDICAL AND SURGICAL,MAAA0009035,170702771.12,312,195373321.52,312,NAIDOO VIMLA
LOGAN MEDICAL AND SURGICAL,MAAA0173392,649404.01,33,827396.51,33,NAIDOO VIMLA
LOGISTICS LANE TRADING,MAAA0852862,0,1,69560,1,MASEKO NZIMANDE NOBIS
LOGO5LE,MAAA0565039,0,1,43500,1,SIHLWAYI PHUMEZA INOCENTIA NCUMISA
LOGONONO DISTRIBUTING ENTERPRISES,MAAA0027375,830000,2,0,2,MOKALANA KEOLEBOGILE MATLHOGONOLO
