supplier_sum,supplier_name,No,Institution_name,Item_desp,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,Cleaned_name,Cleaned_supplier,CSD_Registration_No
106108072.02,promed technologies,20088,GAUTENG DEPARTMENT OF HEALTH,Glove examination large Supra Healthcare,0,0,1000,0,13/01/2021,"R46,000.00",,R0,0,46000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20089,GAUTENG DEPARTMENT OF HEALTH,Glove examination medium SupraHealthcare,0,0,1000,0,13/01/2021,"R46,000.00",,R0,0,46000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20090,GAUTENG DEPARTMENT OF HEALTH,Glove examination small Supra Healthcare,0,0,1000,0,13/01/2021,"R46,000.00",,R0,0,46000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20669,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,"Gloves,disposable , large",181.59,100,Box of 100,12/4/2020,"R18,159.00",17/03/2021,"R18,159",18159,18159.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,20670,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,"Gloves,disposable ,medium",181.59,50,Box of 100,12/4/2020,"R9,079.50",17/03/2021,"R9,080",9080,9079.5,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,20687,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,.,180,10000,EA,12/4/2020,"R1,800,000.00",13/01/2021,"R1,800,000",1800000,1800000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20688,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,.,90,10000,EA,12/4/2020,"R900,000.00",21/01/2021,"R900,000",900000,900000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20693,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,.,7.26,1150000,EA,12/4/2020,"R8,353,140.00",21/01/2021,"R8,353,140",8353140,8353140.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,20911,SA POLICE SERVICE,Other,Folded hand paper towel,12.25,1000,0,11/10/2020,"R12,250.00",,R0,0,12250.0,Sa police service,promed technologies,MAAA0352514
106108072.02,promed technologies,21079,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,.,7,137000,PK,11/6/2020,"R959,000.00",1/8/2021,"R959,000",959000,959000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,21262,HOME AFFAIRS,PPE015 Non-sterile examination gloves,0,175,500,Box of 100,11/4/2020,"R87,500.00",11/11/2020,"R87,500",87500,87500.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,21936,SASSA EC REGION,PPE015 Non-sterile examination gloves,0,175,10,Box of 100,10/2/2020,"R1,750.00",,R0,0,1750.0,Eastern cape - south african social security agency,promed technologies,MAAA0352514
106108072.02,promed technologies,22293,GAUTENG - HEALTH,Gloves patient examining nitrile large,0,46,500,EA,9/9/2020,"R23,000.00",,R0,0,23000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,22294,GAUTENG - HEALTH,Gloves patient examining nitrile medium,0,46,1500,EA,9/9/2020,"R69,000.00",,R0,0,69000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,23322,NORTHERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,92.6,7718,Box of 100,8/11/2020,"R714,686.80",,R0,0,714686.8,Northern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,23324,NORTHERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,129,60,Box of 100,8/11/2020,"R7,740.00",,R0,0,7740.0,Northern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,23516,HOME AFFAIRS,PPE020 Hand sanitisers and disinfectants,0,90,800,5 Litre,8/7/2020,"R72,000.00",,R0,0,72000.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,23517,HOME AFFAIRS,PPE020 Hand sanitisers and disinfectants,0,90,800,5 Litre,8/7/2020,"R72,000.00",22/05/2020,"R72,000",72000,72000.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,25152,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,71.3,100,Each,7/6/2021,"R7,130.00",,R0,0,7130.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,25153,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,200.1,300,Each,7/6/2021,"R60,030.00",,R0,0,60030.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,25154,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,Not applicable,73.6,50,Each,7/6/2021,"R3,680.00",,R0,0,3680.0,Gauteng - social development,promed technologies,MAAA0352514
106108072.02,promed technologies,25463,HEALTH,PPE016 Sterile examination or surgical gloves,EXAMINATION GLOVE; MEDIUM.,0,0,0,7/2/2021,"R544,770.00",24/08/2021,"R363,180",363180,544770.0,Department of health,promed technologies,MAAA0352514
106108072.02,promed technologies,25464,HEALTH,PPE016 Sterile examination or surgical gloves,EXAMINATION GLOVE; SMALL.,0,0,0,7/2/2021,"R544,770.00",24/08/2021,"R181,590",181590,544770.0,Department of health,promed technologies,MAAA0352514
106108072.02,promed technologies,26313,NORTH WEST - DEPARTMENT OF PUBLIC WORKS AND ROADS,Disinfectants 5 litre,Supply and delivery of 5L bottles of disinfact,0,500,0,6/9/2020,"R51,750.00",27/08/2020,"R45,000",45000,51750.0,North west - public works and roads,promed technologies,MAAA0352514
106108072.02,promed technologies,26617,HOME AFFAIRS,PPE013 Biohazard bags,0,2.6,20000,Each,6/8/2020,"R52,000.00",19/06/2020,"R52,000",52000,52000.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,26627,HOME AFFAIRS,PPE019 Surface sanitisers and disinfectants,0,180,500,5 Litre,6/8/2020,"R90,000.00",26/06/2020,"R90,000",90000,90000.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,27625,GAUTENG - HEALTH,0,0,0,0,0,,R0.00,26/08/2021,"R4,379,951",4379951,0.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,27648,GAUTENG - HEALTH,0,0,0,0,0,,R0.00,28/07/2021,"R7,263,600",7263600,0.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,27769,GAUTENG - HEALTH,0,0,0,6000,0,,"R6,500,922.00",24/06/2021,"R6,500,922",6500922,6500922.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,27966,GAUTENG DEPARTMENT OF HEALTH,0,Gloves,,0,EA,,R0.00,4/12/2021,"R11,919,568",11919568,0.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,31238,EASTERN CAPE DEPARTMENT OF HEALTH,DIAPER (NAPPY),0,6.08,5000,0,,"R30,400.00",,R0,0,30400.0,Eastern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,32406,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND GLOVES (MEDICAL),0,0,20,0,,"R16,895.40",,"R16,895",16895,16895.4,Justice & constitutional development,promed technologies,MAAA0352514
106108072.02,promed technologies,32768,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,4,0,,"R16,895.40",,"R16,895",16895,16895.4,Justice & constitutional development,promed technologies,MAAA0352514
106108072.02,promed technologies,33180,DEPARTMENT OF WATER AND SANITATION,Jumbo roll Single ply wipes,0,241.74,100,Each,,R0.00,,R0,0,0.0,Department of water and sanitation,promed technologies,MAAA0352514
106108072.02,promed technologies,33357,JUSTICE & CONSTITUTIONAL DEVELOPMENT,MEDICAL FACE MASK,0,0,20,0,,"R10,100.00",,"R10,100",10100,10100.0,Justice & constitutional development,promed technologies,MAAA0352514
106108072.02,promed technologies,33365,JUSTICE & CONSTITUTIONAL DEVELOPMENT,MEDICAL FACE MASK,0,0,20,0,,"R10,100.00",21/10/2020,"R10,100",10100,10100.0,Justice & constitutional development,promed technologies,MAAA0352514
106108072.02,promed technologies,36017,EASTERN CAPE DEPARTMENT OF HEALTH,"PAPER,TOILET 1PLY 48",0,180.21,800,0,,"R144,168.00",,R0,0,144168.0,Eastern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,36090,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,Gloves,1.75,30000,Each,,"R52,500.00",12/3/2020,"R52,500",52500,52500.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,37218,CHRIS HANI DISTRICT MUNICIPALITY,PPE006 Visor / Face Shield,0,108,1000,Each,,"R108,000.00",,R0,0,108000.0,Chris hani district municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,37370,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,270,14980,0,,"R4,044,600.00",3/5/2021,"R4,044,600",4044600,4044600.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37371,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,180,15050,0,,"R2,709,000.00",3/12/2021,"R2,709,000",2709000,2709000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37376,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,90,35160,0,,R0.00,4/9/2021,"R3,164,400",3164400,0.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37472,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,71.3,1000,0,,"R71,300.00",23/09/2021,"R71,300",71300,71300.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37473,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,62.1,1200,0,,"R74,520.00",17/09/2021,"R74,520",74520,74520.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37474,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,71.3,1550,0,,"R110,515.00",17/09/2021,"R110,515",110515,110515.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37475,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,217.35,1600,0,,"R347,760.00",17/09/2021,"R347,760",347760,347760.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37476,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,69,1820,0,,"R125,580.00",17/09/2021,"R125,580",125580,125580.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37477,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,213.9,200,0,,"R42,780.00",23/09/2021,"R42,780",42780,42780.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37478,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,73.6,2000,0,,"R147,200.00",23/09/2021,"R147,200",147200,147200.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37479,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,66.7,560,0,,"R37,352.00",17/09/2021,"R37,352",37352,37352.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37480,WESTERN CAPE - HEALTH,PPE009 Protective coveralls,0,66.7,600,0,,"R40,020.00",23/09/2021,"R40,020",40020,40020.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37534,CHRIS HANI DISTRICT MUNICIPALITY,PPE011 Digital thermometer,0,"2,197.57",50,Each,,"R109,878.50",,"R126,360",126360,109878.5,Chris hani district municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,37912,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,1000,0,,"R175,000.00",14/07/2021,"R175,000",175000,175000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37914,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,1000,0,,"R175,000.00",19/03/2021,"R175,000",175000,175000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37915,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,10000,0,,"R1,750,000.00",17/09/2021,"R1,750,000",1750000,1750000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37916,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,10000,0,,"R1,750,000.00",23/09/2021,"R1,750,000",1750000,1750000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37921,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,7,140000,Each,,"R980,000.00",13/11/2020,"R980,000",980000,980000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37931,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,525,200,BX,,"R105,000.00",14/10/2020,"R105,000",105000,105000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37941,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,300,0,,R0.00,16/04/2021,"R52,500",52500,0.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37942,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,3000,0,,"R525,000.00",16/07/2021,"R525,000",525000,525000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37948,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,7,500000,Each,,"R3,500,000.00",13/11/2020,"R3,500,000",3500000,3500000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37950,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,6000,0,,"R1,050,000.00",16/07/2021,"R1,050,000",1050000,1050000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37951,WESTERN CAPE - HEALTH,PPE015 Non-sterile examination gloves,0,175,7000,0,,"R1,225,000.00",16/07/2021,"R1,225,000",1225000,1225000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,37960,CORRECTIONAL SERVICES,PPE016 Sterile examination or surgical gloves,0,181.59,50,Box of 100,,"R9,079.50",8/6/2021,"R9,080",9080,9079.5,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,38025,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,6,100000,0,,"R600,000.00",3/12/2021,"R600,000",600000,600000.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,38030,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,42.9,1472,0,,"R63,148.80",23/07/2021,"R63,149",63149,63148.8,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,38425,CHRIS HANI DISTRICT MUNICIPALITY,PPE020 Hand sanitisers and disinfectants,0,75,1000,500ml,,"R75,000.00",,R0,0,75000.0,Chris hani district municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,38427,CHRIS HANI DISTRICT MUNICIPALITY,PPE020 Hand sanitisers and disinfectants,0,186.6,500,1 Litre,,"R93,300.00",,R0,0,93300.0,Chris hani district municipality,promed technologies,MAAA0352514
106108072.02,promed technologies,40525,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,15,0,,"R16,500.00",,"R16,500",16500,16500.0,Justice & constitutional development,promed technologies,MAAA0352514
106108072.02,promed technologies,40685,EASTERN CAPE DEPARTMENT OF HEALTH,TOWEL,0,10.5,400,0,,"R4,200.00",,R0,0,4200.0,Eastern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,40686,EASTERN CAPE DEPARTMENT OF HEALTH,"TOWEL,PAPER",0,221.82,1000,0,,"R221,820.00",,R0,0,221820.0,Eastern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,40687,EASTERN CAPE DEPARTMENT OF HEALTH,"TOWEL,PAPER",0,245,700,0,,"R171,500.00",,R0,0,171500.0,Eastern cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,40853,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,"2,500.00",2500,Pack of 100,1/3/2021,"R817,153.20",29/03/2021,"R453,963",453963,817153.2,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,40998,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 large powder free,0,0,200,0,1/7/2021,"R35,000.00",,R0,0,35000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,40999,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 medium powder free,0,0,600,0,1/7/2021,"R105,000.00",,R0,0,105000.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,41000,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 small powder free,0,0,300,0,1/7/2021,"R52,500.00",,R0,0,52500.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,41001,GAUTENG DEPARTMENT OF HEALTH,Glove exam type 2 x-large powder free,0,0,100,0,1/7/2021,"R17,500.00",,R0,0,17500.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,41601,DEPARTMENT OF CORRECTIONAL SERVICES,PPE015 Non-sterile examination gloves,0,1.81,20000,Each,2/5/2021,"R36,318.00",25/03/2021,"R36,318",36318,36318.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,42082,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,6000,Box of 100,2/11/2021,"R2,542,254.40",8/3/2021,"R1,089,510",1089510,2542254.4,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,42086,WESTERN CAPE - HEALTH,PPE016 Sterile examination or surgical gloves,0,6,50000,0,2/11/2021,R0.00,4/9/2021,"R300,000",300000,0.0,Western cape - health,promed technologies,MAAA0352514
106108072.02,promed technologies,42351,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,HELMET SAFETY DISPOSABLE,175,200,Each,3/4/2021,"R35,000.00",18/03/2021,"R35,000",35000,35000.0,Department of correctional services,promed technologies,MAAA0352514
106108072.02,promed technologies,42369,HOME AFFAIRS,PPE016 Sterile examination or surgical gloves,0,181.59,500,Box of 100,3/4/2021,"R90,795.00",,R0,0,90795.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,42625,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,46.29,900,Each,3/9/2020,"R83,321.64",20/04/2020,"R41,659",41659,83321.64,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,42991,HOME AFFAIRS,PPE020 Hand sanitisers and disinfectants,0,180,384,5 Litre,4/1/2020,"R69,120.00",21/04/2020,"R69,120",69120,69120.0,Home affairs,promed technologies,MAAA0352514
106108072.02,promed technologies,43114,GAUTENG - HEALTH,Gown surgical large non-wov blue sterile,0,23.83,9000,Each,4/3/2020,"R214,470.00",,R0,0,214470.0,Gauteng - health,promed technologies,MAAA0352514
106108072.02,promed technologies,43280,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,4000,Box of 100,4/5/2021,"R726,358.40",8/3/2021,"R726,340",726340,726358.4,Mpumalanga - health,promed technologies,MAAA0352514
106108072.02,promed technologies,43281,MPUMALANGA - HEALTH,PPE015 Non-sterile examination gloves,0,181.59,5000,Box of 100,4/5/2021,"R907,948.00",8/3/2021,"R907,925",907925,907948.0,Mpumalanga - health,promed technologies,MAAA0352514
