,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
1045,18831,THULAMELA MUNICIPALITY,PPE002 Surgical masks for healt care workers,Spot On Trading,0,12.48,500050250000.0,Box of 50,2020-05-14,"R62,400.00",2020-05-28,"R62,400",62400,62400.0,Thulamela municipality,PPE002 Surgical masks for health care workers,50.0,0.24960000000000002,25002512500000.0
1046,18832,HOME AFFAIRS,PPE003 Respirator mask,ITSTYM GENERAL TRADING,0,899.98,100.0,Box of 50,2020-05-14,"R89,998.00",2020-02-06,"R89,998",89998,89998.0,Home affairs,"respirator masks (FFP2, N95)",50.0,17.9996,5000.0
1047,18834,THULAMELA MUNICIPALITY,PPE003 Respirator mask,Spot On Trading,0,41.36,500015000.0,Each,2020-05-14,"R206,800.00",2020-05-28,"R206,800",206800,206800.0,Thulamela municipality,"respirator masks (FFP2, N95)",1.0,41.36,500015000.0
1048,18835,THULAMELA MUNICIPALITY,PPE003 Respirator mask,Spot On Trading,0,59.73,50001050000.0,Box of 10,2020-05-14,"R298,650.00",2020-05-28,"R298,650",298650,298650.0,Thulamela municipality,"respirator masks (FFP2, N95)",10.0,5.973,500010500000.0
1049,18881,BREEDE VALLEY MUNICIPALITY,PPE017 2 Layer fabric cloth masks,PIENAAR BROERS,MASK DUSK DISPOSABLE 0194 FFP1 M14,62.56,1950.0,Each,2020-05-14,"R121,992.00",2020-06-30,"R121,992",121992,121992.0,Breede valley municipality,cloth masks,1.0,62.56,1950.0
1050,18882,BREEDE VALLEY MUNICIPALITY,PPE017 2 Layer fabric cloth masks,AUTO REPAIR IMPORT EXPORT (PTY) LTD,MASK DUSK DISPOSABLE 0194 FFP1 M14,27.6,3000.0,Each,2020-05-14,"R82,800.00",2020-06-06,"R82,800",82800,82800.0,Breede valley municipality,cloth masks,1.0,27.6,3000.0
1051,18883,GARDEN ROUTE DISTRICT LOCAL MUNICIPALITY,PPE017 2 Layer fabric cloth masks,RINGROAD DISTRIBUTION,0,86.25,100.0,Each,2020-05-14,"R8,625.00",2020-05-29,"R8,625",8625,8625.0,Garden route district local municipality,cloth masks,1.0,86.25,100.0
1052,18884,SWARTLAND MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Flo Specialzed Products Solutions,0,88.56,30.0,Each,2020-05-14,"R2,656.50",2020-06-29,"R2,657",2657,2656.5,Swartland municipality,cloth masks,1.0,88.56,30.0
1053,18885,BUFFALO CITY METROPOLITAN DEVELOPMENT AGENCY,PPE018 3 Layer fabric cloth masks,Uyema Holdings,0,25.0,60.0,Each,2020-05-14,"R1,500.00",2020-05-28,"R1,500",1500,1500.0,Buffalo city metropolitan development agency,cloth masks,1.0,25.0,60.0
1054,18886,GAUTENG GROWTH AND DEVELOPMENT AGENCY (GGDA),PPE018 3 Layer fabric cloth masks,The Nkwanas (Pty)Ltd,Cloth Masks,25.0,814.0,Each,2020-05-14,"R20,350.00",2020-01-06,"R20,350",20350,20350.0,Gauteng - growth and development agency (ggda),cloth masks,1.0,25.0,814.0
1055,18887,KWA ZULU NATAL LIQOUR AUTHORITY,PPE018 3 Layer fabric cloth masks,Afrospice Branding,0,51.36,200.0,Each,2020-05-14,"R10,272.95",2020-06-30,"R10,273",10273,10272.95,Kwazulu natal - liqour authority,cloth masks,1.0,51.36,200.0
1056,18888,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,The New Look,0,24.0,1586355.0,Each,2020-05-14,"R38,072,520.00",2020-07-15,"R25,589,370",25589370,38072520.0,Kwazulu natal - education,cloth masks,1.0,24.0,1586355.0
1057,18889,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Mashibela Business Enterprise,0,24.0,198294.0,Each,2020-05-14,"R4,759,056.00",2020-06-30,"R4,759,066",4759066,4759056.0,Kwazulu natal - education,cloth masks,1.0,24.0,198294.0
1058,18890,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Esomkhulu Trading,0,18.0,99147.0,Each,2020-05-14,"R1,784,646.00",2020-09-21,"R1,784,649",1784649,1784646.0,Kwazulu natal - education,cloth masks,1.0,18.0,99147.0
1059,18891,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Silo Group Holdings,0,24.0,99147.0,Each,2020-05-14,"R2,379,528.00",2020-06-30,"R2,379,528",2379528,2379528.0,Kwazulu natal - education,cloth masks,1.0,24.0,99147.0
1060,18892,MHLONTLO LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Floor Tader,Supply and delivery of PPE'S,60.0,700.0,Each,2020-05-14,"R42,000.00",2020-05-25,"R42,000",42000,42000.0,Mhlontlo local municipality,cloth masks,1.0,60.0,700.0
1061,18893,MIDVAAL LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,VERTEX UPHOLSTERY,0,20.0,500.0,Each,2020-05-14,"R10,000.00",2020-05-28,"R10,000",10000,10000.0,Midvaal local municipality,cloth masks,1.0,20.0,500.0
1062,18894,PUBLIC SERVICE & ADMINISTRATION,PPE018 3 Layer fabric cloth masks,"BREAKTHROUGH 
COOPERATIVE LIMITED",0,19.45,1100.0,Each,2020-05-14,"R21,395.00",2020-05-26,"R21,395",21395,21395.0,Public service & administration,cloth masks,1.0,19.45,1100.0
1063,18895,PUBLIC WORKS,PPE018 3 Layer fabric cloth masks,Shine the way 649,0,25.0,555.0,Each,2020-05-14,"R13,875.00",2020-08-03,"R13,875",13875,13875.0,Public works,cloth masks,1.0,25.0,555.0
1064,18896,THULAMELA MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Marwala General Trading,0,57.5,4001400.0,Each,2020-05-14,"R23,000.00",2020-05-18,"R23,000",23000,23000.0,Thulamela municipality,cloth masks,1.0,57.5,4001400.0
1065,19038,DEFENCE,N95 Masks,Insika Foundation,0,59.74,14000.0,Each (Box of 10),2020-04-14,"R836,360.00",2020-04-30,"R836,360",836360,836360.0,Defence,"respirator masks (FFP2, N95)",10.0,5.974,140000.0
1066,19058,DEFENCE,PPE001 Surgical masks for patients,Insika Foundation,0,59.74,14000.0,Each (Box of 50),2020-04-14,"R836,360.00",2020-04-30,"R836,360",836360,836360.0,Defence,PPE001 Surgical masks for patients,50.0,1.1948,700000.0
1067,19059,DEFENCE,PPE001 Surgical masks for patients,Dirang Bohle Trading 45,0,26.0,20000.0,Each (Box of 50),2020-04-14,"R520,000.00",2020-12-05,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1068,19060,DEFENCE,PPE001 Surgical masks for patients,Insika Foundation,0,22.43,212000.0,Each (Box of 50),2020-04-14,"R4,755,160.00",2020-04-30,"R4,755,160",4755160,4755160.0,Defence,PPE001 Surgical masks for patients,50.0,0.4486,10600000.0
1069,19061,DEFENCE,PPE001 Surgical masks for patients,Traros (Pty) Ltd,0,26.0,50000.0,Each (Box of 50),2020-04-14,"R1,300,000.00",2020-04-05,"R1,300,000",1300000,1300000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,2500000.0
1070,19062,DEPARTMENT OF PUBLIC ENTERPRISES,PPE001 Surgical masks for patients,Biologica Pharmaceuticals,0,26.65,1000.0,Box of 50,2020-04-14,"R26,650.00",2020-05-12,"R26,650",26650,26650.0,Department of public enterprises,PPE001 Surgical masks for patients,50.0,0.5329999999999999,50000.0
1071,19063,EMALAHLENI LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,Akotech  Industries (Pty)Ltd,0,65.0,2000.0,Each,2020-04-14,"R130,000.00",2020-06-14,"R130,000",130000,130000.0,Emalahleni local municipality,PPE001 Surgical masks for patients,1.0,65.0,2000.0
1072,19064,MOSSEL BAY MUNICIPALITY,PPE001 Surgical masks for patients,Q Tique 211,0,1437.5,100.0,Box of 50,2020-04-14,"R143,750.00",2020-04-23,"R143,750",143750,143750.0,Mossel bay municipality,PPE001 Surgical masks for patients,50.0,28.75,5000.0
1073,19065,TRADE & INDUSTRY,PPE001 Surgical masks for patients,MULTISURGE,0,5520.0,100.0,Box of 50,2020-04-14,"R552,000.00",2020-05-31,"R552,000",552000,552000.0,Trade & industry,PPE001 Surgical masks for patients,50.0,110.4,5000.0
1074,19066,GAUTENG - ECONOMIC DEVELOPMENT,PPE002 Surgical masks for healt care workers,Biologica Pharmaceuticals,0,5330.0,2.0,Box of 100,2020-04-14,"R10,660.00",,R0,0,10660.0,Gauteng - economic development,PPE002 Surgical masks for health care workers,100.0,53.3,200.0
1075,19067,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,FLOTENK FX TRADERS,0,23.0,36000.0,Each,2020-04-14,"R828,000.00",2020-04-23,"R828,000",828000,828000.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,23.0,36000.0
1076,19069,KWAZULU NATAL - HEALTH,PPE003 Respirator mask,Nostalgia,0,40.0,100000.0,Each,2020-04-14,"R4,000,000.00",2020-07-27,"R4,000,000",4000000,4000000.0,Kwazulu natal - health,"respirator masks (FFP2, N95)",1.0,40.0,100000.0
1077,19070,PUBLIC INVESTMENT CORPORATION,PPE003 Respirator mask,Axxiom (Pty) Ltd,FFP1 MASK,52.0,1000.0,Box of 50,2020-04-14,"R52,000.00",2020-05-13,"R52,000",52000,52000.0,Public investment corporation,"respirator masks (FFP2, N95)",50.0,1.04,50000.0
1078,19071,PUBLIC INVESTMENT CORPORATION,PPE003 Respirator mask,Axxiom (Pty) Ltd,N95 MASK,62.0,200.0,Box of 10,2020-04-14,"R12,400.00",2020-05-13,"R12,400",12400,12400.0,Public investment corporation,"respirator masks (FFP2, N95)",10.0,6.2,2000.0
1079,19087,WITZENBERG MUNICIPALITY,PPE017 2 Layer fabric cloth masks,BOLAND PROMOTIONS,0,17.76,1100.0,Each,2020-04-14,"R19,536.00",2020-04-30,"R19,536",19536,19536.0,Witzenberg municipality,cloth masks,1.0,17.76,1100.0
1080,19280,MIDVAAL LOCAL MUNICIPALITY,PPE003 Respirator mask,ISITHUNZI CREATIONS PTY LTD,0,299.0,500.0,Box of 10,2020-10-13,"R149,500.00",2020-10-21,"R149,500",149500,149500.0,Midvaal local municipality,"respirator masks (FFP2, N95)",10.0,29.9,5000.0
1081,19283,KZN DEPARTMENT OF SOCIAL DEVELOPMENT,PPE018 3 Layer fabric cloth masks,Workwear Intelligence,0,19.0,4308.0,Each,2020-10-13,"R94,129.00",,"R94,129",94129,94129.0,Kwazulu natal - social development,cloth masks,1.0,19.0,4308.0
1082,19284,MIDVAAL LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,FORTISTLE PTY LTD,0,18.0,1500.0,Each,2020-10-13,"R31,050.00",,"R27,000",27000,31050.0,Midvaal local municipality,cloth masks,1.0,18.0,1500.0
1083,19484,DEPARTMENT OF WATER AND SANITATION,PPE017 2 Layer fabric cloth masks,Reliable Reward,0,55.0,72.0,Each,2020-08-13,"R3,960.00",2020-10-14,"R3,960",3960,3960.0,Department of water and sanitation,cloth masks,1.0,55.0,72.0
1084,19485,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,Siba And Tutuse Pty Ltd,0,30.0,458.0,Each,2020-08-13,"R13,740.00",2020-07-09,"R13,740",13740,13740.0,Home affairs,cloth masks,1.0,30.0,458.0
1085,19561,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,GRAMENDO PROJECTS,0,23.0,250000.0,Each,2020-07-13,"R5,750,000.00",,R0,0,5750000.0,Gauteng - health,Uncategorized masks,1.0,23.0,250000.0
1086,19562,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,FAMATA,0,24.95,500000.0,Each,2020-07-13,"R12,475,000.00",,R0,0,12475000.0,Gauteng - health,Uncategorized masks,1.0,24.95,500000.0
1087,19563,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,RAMOENG BUSINESS CONSULTANT,0,21.25,500000.0,Each,2020-07-13,"R10,625,000.00",,R0,0,10625000.0,Gauteng - health,Uncategorized masks,1.0,21.25,500000.0
1088,19564,GAUTENG - HEALTH,Mask face anaesthetic inflatable size6,Intersurgical (RSA),0,11.27,150.0,Each,2020-07-13,"R1,690.50",,R0,0,1690.5,Gauteng - health,Uncategorized masks,1.0,11.27,150.0
1089,19609,OFFICE OF THE OMBUD FOR FINANCIAL SERVICE PROVIDERS,PPE001 Surgical masks for patients,Vuma Office Supplies (Pty) Ltd,0,359.38,50.0,Box of 50,2020-07-13,"R17,968.75",2020-07-21,"R17,969",17969,17968.75,Office of the ombud for financial service providers,PPE001 Surgical masks for patients,50.0,7.1876,2500.0
1090,19610,NORTH WEST TOURISM BOARD,PPE002 Surgical masks for healt care workers,DANGA D CONSTRUCTION AND PROJECTS,0,850.0,120.0,Box of 50,2020-07-13,"R102,000.00",2020-07-03,"R102,000",102000,102000.0,North west - parks and tourism board,PPE002 Surgical masks for health care workers,50.0,17.0,6000.0
1091,19611,SOUTH AFRICAN NATIONAL PARK,PPE002 Surgical masks for healt care workers,Riverwalk Trading 422,0,14.3,250.0,Each,2020-07-13,"R12,294.08",2020-08-13,"R12,294",12294,12294.08,South african national parks,PPE002 Surgical masks for health care workers,1.0,14.3,250.0
1092,19633,EASTERN CAPE PROVINCIAL LEGISLATURE,PPE017 2 Layer fabric cloth masks,RED ALERT,0,34.0,1000.0,Each,2020-07-13,"R34,000.00",,R0,0,34000.0,Eastern cape - provincial legislature,cloth masks,1.0,34.0,1000.0
1093,19634,GEORGE MUNICIPALITY,PPE017 2 Layer fabric cloth masks,A J CHARNAUD AND COMPANY,Survive ARC Cloth Dust Mask Washable,30.0,300.0,Each,2020-07-13,"R9,000.00",2020-07-24,"R9,000",9000,9000.0,George municipality,cloth masks,1.0,30.0,300.0
1094,19635,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,STEADY GROW TRADING 44 CC,Disposable masks,5.75,7500.0,Each,2020-07-13,"R43,125.00",2020-08-13,"R43,125",43125,43125.0,All wcg departments,cloth masks,1.0,5.75,7500.0
1095,19636,NORTHERN CAPE - SPORT ARTS AND CULTURE,PPE018 3 Layer fabric cloth masks,2. Shine the way,0,25.0,1800.0,Each,2020-07-13,"R45,000.00",2020-07-31,"R45,000",45000,45000.0,Northern cape - sport arts and culture,cloth masks,1.0,25.0,1800.0
1096,19637,PORTS REGULATOR OF SOUTH AFRICA,PPE018 3 Layer fabric cloth masks,ALERT STATIONERS,0,21.0,50.0,Each,2020-07-13,"R1,050.00",2020-08-20,"R1,050",1050,1050.0,Ports regulator of south africa,cloth masks,1.0,21.0,50.0
1097,19688,HOME AFFAIRS,Clothes Masks,Saleya Trading Construction,0,57.5,1644.0,Each,2020-06-13,"R94,530.00",2020-06-30,"R94,530",94530,94530.0,Home affairs,cloth masks,1.0,57.5,1644.0
1098,19819,GAUTENG - HEALTH,Mask face anaesth reusable soft rim sz5,UMNDENI MEDICAL,0,53.04,200.0,Each,2020-05-13,"R10,608.00",,R0,0,10608.0,Gauteng - health,Uncategorized masks,1.0,53.04,200.0
1099,19820,GAUTENG - HEALTH,Mask face anaesthe reusable soft rim sz2,UMNDENI MEDICAL,0,32.22,200.0,Each,2020-05-13,"R6,444.00",,R0,0,6444.0,Gauteng - health,Uncategorized masks,1.0,32.22,200.0
1100,19821,GAUTENG - HEALTH,Mask face anaesthe reusable soft rim sz3,UMNDENI MEDICAL,0,45.45,200.0,Each,2020-05-13,"R9,090.00",,R0,0,9090.0,Gauteng - health,Uncategorized masks,1.0,45.45,200.0
1101,19822,GAUTENG - HEALTH,Mask face anaesthe reusable soft rim sz4,UMNDENI MEDICAL,0,49.02,200.0,Each,2020-05-13,"R9,804.00",,R0,0,9804.0,Gauteng - health,Uncategorized masks,1.0,49.02,200.0
1102,19823,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,ALFREHUTCH TRADING,0,624.0,1500.0,Box of 100,2020-05-13,"R936,000.00",,R0,0,936000.0,Gauteng - health,Uncategorized masks,100.0,6.24,150000.0
1103,19881,DEFENCE,PPE001 Surgical masks for patients,HLCB Holdings,0,12.3,100000.0,Each (Box of 50),2020-05-13,"R1,230,000.00",2020-06-29,"R1,230,000",1230000,1230000.0,Defence,PPE001 Surgical masks for patients,50.0,0.24600000000000002,5000000.0
1104,19882,DEFENCE,PPE001 Surgical masks for patients,Baphameli General Training (Pty) Ltd,0,26.5,20000.0,Each (Box of 50),2020-05-13,"R530,000.00",2020-05-06,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1105,19883,DEFENCE,PPE001 Surgical masks for patients,Black Mapisi (Pty) Ltd,0,26.5,20000.0,Each (Box of 50),2020-05-13,"R530,000.00",2020-05-06,"R530,000",530000,530000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1000000.0
1106,19884,DEFENCE,PPE001 Surgical masks for patients,Diphuti le dikwena construction,0,25.0,20000.0,Each (Box of 50),2020-05-13,"R500,000.00",2020-09-06,"R500,000",500000,500000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,1000000.0
1107,19885,DEFENCE,PPE001 Surgical masks for patients,Kgoroshi Investment cc,0,25.0,20000.0,Each (Box of 50),2020-05-13,"R500,000.00",2020-09-06,"R500,000",500000,500000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,1000000.0
1108,19886,DEFENCE,PPE001 Surgical masks for patients,My Son and the Rest Trading,0,25.5,20000.0,Each (Box of 50),2020-05-13,"R510,000.00",2020-10-06,"R510,000",510000,510000.0,Defence,PPE001 Surgical masks for patients,50.0,0.51,1000000.0
1109,19887,DEFENCE,PPE001 Surgical masks for patients,Ndwalaza Trading T/A Ngoboyi Training International,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-08,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1110,19888,DEFENCE,PPE001 Surgical masks for patients,Ngoboyi Trading (Pty) Ltd,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-08,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1111,19889,DEFENCE,PPE001 Surgical masks for patients,Ngosha Investment Pty Ltd,0,18.0,20000.0,Each (Box of 50),2020-05-13,"R360,000.00",2020-06-08,"R360,000",360000,360000.0,Defence,PPE001 Surgical masks for patients,50.0,0.36,1000000.0
1112,19890,DEFENCE,PPE001 Surgical masks for patients,Dalcy Enterprise (Pty) Ltd,0,18.0,20000.0,Each (Box of 50),2020-05-13,"R480,000.00",2020-08-13,"R480,000",480000,480000.0,Defence,PPE001 Surgical masks for patients,50.0,0.36,1000000.0
1113,19891,DEFENCE,PPE001 Surgical masks for patients,Urban City Projects,0,18.0,20000.0,Each (Box of 50),2020-05-13,"R360,000.00",2020-08-13,"R360,000",360000,360000.0,Defence,PPE001 Surgical masks for patients,50.0,0.36,1000000.0
1114,19892,DEFENCE,PPE001 Surgical masks for patients,Dynamic Express Services (Hlongie),0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-06-14,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1115,19893,DEFENCE,PPE001 Surgical masks for patients,Erob Outstanding Business Solutions,0,25.0,20000.0,Each (Box of 50),2020-05-13,"R500,000.00",2020-06-15,"R500,000",500000,500000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,1000000.0
1116,19894,DEFENCE,PPE001 Surgical masks for patients,Arangaho (Pty) Ltd,0,25.85,20000.0,Each (Box of 50),2020-05-13,"R517,000.00",2020-05-21,"R517,000",517000,517000.0,Defence,PPE001 Surgical masks for patients,50.0,0.517,1000000.0
1117,19895,DEFENCE,PPE001 Surgical masks for patients,Greenleaf,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-22,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1118,19896,DEFENCE,PPE001 Surgical masks for patients,Elirose Trading Enterprise( Pty) Ltd,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-26,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1119,19897,DEFENCE,PPE001 Surgical masks for patients,Lerato and Moloko Event Management,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-26,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1120,19898,DEFENCE,PPE001 Surgical masks for patients,Mamoratwa Enterprise Bookshop,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-26,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1121,19899,DEFENCE,PPE001 Surgical masks for patients,Dilokelo Communications,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-28,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1122,19900,DEFENCE,PPE001 Surgical masks for patients,Grande Moison Great Havest,0,26.0,20000.0,Each (Box of 50),2020-05-13,"R520,000.00",2020-05-28,"R520,000",520000,520000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1000000.0
1123,19901,DEFENCE,PPE001 Surgical masks for patients,Waulunga (Pty) Ltd (S & T Excellent Trading),0,22.5,25000.0,Each (Box of 50),2020-05-13,"R562,500.00",2020-08-06,"R562,500",562500,562500.0,Defence,PPE001 Surgical masks for patients,50.0,0.45,1250000.0
1124,19902,DEFENCE,PPE001 Surgical masks for patients,NWEDZI BUSINESS ENTERPRISE,0,26.0,30000.0,Each (Box of 50),2020-05-13,"R780,000.00",2020-08-07,"R780,000",780000,780000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,1500000.0
1125,19903,DEFENCE,PPE001 Surgical masks for patients,The Mat Group,0,25.5,40000.0,Each (Box of 50),2020-05-13,"R1,020,000.00",2020-08-06,"R1,020,000",1020000,1020000.0,Defence,PPE001 Surgical masks for patients,50.0,0.51,2000000.0
1126,19904,DEFENCE,PPE001 Surgical masks for patients,Unomhlobo IT Projects,0,25.0,40000.0,Each (Box of 50),2020-05-13,"R1,000,000.00",2020-08-06,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1127,19905,DEFENCE,PPE001 Surgical masks for patients,Ostak Trading,0,26.0,40000.0,Each (Box of 50),2020-05-13,"R1,040,000.00",2020-05-14,"R1,040,000",1040000,1040000.0,Defence,PPE001 Surgical masks for patients,50.0,0.52,2000000.0
1128,19906,DEFENCE,PPE001 Surgical masks for patients,Vulombe Trading Enterprise (Pty) Ltd,0,25.0,40000.0,Each (Box of 50),2020-05-13,"R1,000,000.00",2020-05-20,"R1,000,000",1000000,1000000.0,Defence,PPE001 Surgical masks for patients,50.0,0.5,2000000.0
1129,19907,DEFENCE,PPE001 Surgical masks for patients,MN Group (Pty) Ltd,0,27.0,50000.0,Each (Box of 50),2020-05-13,"R1,350,000.00",2020-12-05,"R1,350,000",1350000,1350000.0,Defence,PPE001 Surgical masks for patients,50.0,0.54,2500000.0
